20,10,2
199,190,4
58,75,2
2,137,2
3,89,4
66,200,4
86,35,2
109,138,2
158,98,4
5,106,2
87,75,2
206,141,2
47,133,4
77,22,4
191,11,4
61,86,2
109,160,4
89,113,2
183,193,4
43,95,2
162,203,4
18,9,4
157,3,4
131,146,4
191,70,2
126,156,4
90,36,4
102,37,2
25,145,4
71,199,4
91,128,2
129,89,2
109,130,2
125,66,4
50,188,2
181,190,4
159,111,2
80,6,4
70,137,4
11,70,2
25,89,2
185,37,4
31,5,4
135,95,4
141,88,2
178,49,2
128,189,4
135,108,2
196,28,2
116,99,2
116,65,4
21,187,2
101,156,2
36,156,4
50,9,4
89,100,4
202,192,4
107,79,4
53,57,4
161,39,2
50,2,4
165,150,4
188,6,2
11,57,4
97,149,4
107,121,4
190,76,4
55,69,4
83,168,4
11,27,4
130,17,2
91,53,4
94,22,4
193,105,4
202,32,4
115,144,2
66,100,4
156,145,2
72,103,4
172,88,2
22,183,4
110,82,4
37,61,2
124,37,2
40,121,4
50,101,2
209,8,4
181,25,2
117,76,2
59,89,2
206,38,2
48,90,2
130,187,4
208,79,4
64,38,2
150,135,4
16,54,4
94,27,4
131,171,4
69,22,2
143,182,2
138,187,4
157,135,4
122,179,4
90,177,2
56,140,2
186,78,2
208,72,2
149,164,2
138,175,2
8,173,4
57,34,2
23,184,4
6,200,2
26,53,4
27,88,4
172,47,4
202,118,4
63,146,2
165,62,2
195,12,4
142,169,4
70,198,2
73,71,2
139,109,2
165,133,2
123,1,2
198,170,4
101,124,4
186,79,2
149,80,4
162,106,2
75,206,4
92,180,4
26,11,4
38,29,2
158,18,2
68,36,2
163,139,4
189,28,4
43,107,2
35,51,4
26,53,4
63,28,2
120,11,4
147,135,2
52,174,4
47,93,4
160,81,4
159,137,2
112,22,2
83,124,4
142,142,4
89,82,4
56,11,4
116,164,4
168,50,2
137,20,4
164,42,2
3,56,2
131,130,4
111,156,2
142,186,4
162,107,2
3,142,2
77,79,2
147,124,4
101,17,2
106,205,4
6,125,2
93,172,2
23,77,4
185,65,2
40,16,2
51,180,2
142,196,2
168,10,4
13,20,4
130,79,4
68,130,2
90,122,4
179,87,4
9,26,4
129,33,4
108,63,4
196,23,4
173,15,4
29,162,2
51,90,4
155,143,2
166,145,2
41,127,4
47,80,2
172,58,4
141,202,4
168,88,2
65,125,2
85,118,2
182,61,2
139,88,2
86,163,4
119,170,4
25,135,4
134,176,2
91,96,2
7,19,2
16,85,4
140,164,4
165,196,2
75,147,4
120,124,2
19,95,4
196,165,4
186,92,4
57,112,4
135,141,2
109,117,4
23,203,4
63,206,2
149,109,2
153,69,4
159,8,2
117,190,4
186,25,2
99,9,4
100,59,2
187,63,2
3,160,2
24,3,4
107,196,2
89,138,2
26,174,4
182,158,4
152,129,4
125,40,2
99,121,4
38,48,4
55,150,2
11,172,2
34,203,4
56,1,4
79,31,2
98,2,4
78,121,2
12,74,2
87,40,4
85,72,4
134,128,2
157,206,2
177,158,2
29,61,4
165,28,4
51,149,4
60,124,2
137,70,2
165,129,2
6,91,4
41,190,2
207,23,4
32,189,4
24,209,4
69,177,4
187,52,4
169,151,2
8,77,2
77,171,2
68,122,2
19,181,4
7,205,2
177,180,2
107,162,4
155,105,4
108,98,4
137,53,2
182,47,4
36,96,2
18,11,2
99,123,4
54,194,4
41,69,4
113,127,2
158,177,4
195,16,4
90,24,2
57,80,2
163,194,2
25,69,2
182,156,4
151,83,4
16,148,2
200,89,2
141,126,4
177,139,2
128,149,4
174,80,2
178,53,4
160,147,4
59,45,2
41,113,2
191,145,2
81,202,2
10,54,4
18,85,2
47,111,4
18,4,4
177,99,4
5,103,2
192,64,2
53,168,2
180,178,2
23,142,4
8,18,4
126,123,4
101,175,2
19,120,4
88,15,2
84,174,4
50,99,4
143,173,2
207,189,4
190,75,2
182,4,2
79,200,2
117,171,2
65,147,4
28,124,4
97,11,4
157,168,4
8,104,2
90,135,2
146,109,4
124,154,2
62,24,2
20,8,4
4,93,4
26,97,4
203,58,4
121,32,4
66,192,4
67,9,4
201,27,4
0,36,4
80,27,2
8,63,2
100,127,4
45,25,4
116,31,4
22,82,4
153,46,2
144,96,2
189,85,4
36,187,2
163,194,2
50,153,4
16,152,4
206,155,2
165,51,4
151,45,4
107,168,4
50,7,2
132,50,4
34,41,4
144,19,2
120,27,4
109,72,4
34,110,2
77,143,4
33,136,2
163,146,2
55,179,2
78,73,2
166,7,4
182,177,2
72,82,4
136,79,4
27,19,4
14,172,4
100,78,2
0,1,2
3,103,4
76,177,4
92,105,2
70,136,2
114,87,2
16,190,4
190,34,2
18,72,2
6,68,4
120,130,2
60,194,2
110,138,4
104,145,4
58,158,2
152,70,2
163,131,2
92,194,2
107,57,2
181,145,4
155,20,2
99,111,4
41,115,4
199,9,2
132,85,4
36,171,2
196,5,2
104,74,4
25,19,4
91,30,4
132,11,4
31,202,2
193,64,2
178,202,4
1,92,4
103,22,2
170,96,2
92,112,2
96,159,2
200,52,4
6,25,2
12,47,2
57,175,4
160,82,4
162,112,4
46,23,2
200,92,4
73,175,4
146,46,2
185,41,2
57,184,4
165,208,4
87,37,4
129,147,4
106,186,2
86,56,2
105,104,2
95,47,4
30,186,2
137,184,4
20,130,4
202,124,4
47,127,4
115,117,4
209,41,2
102,36,2
30,116,2
70,12,4
146,46,4
26,161,4
4,105,2
149,152,4
161,169,4
71,143,4
53,56,2
194,31,4
108,144,2
96,181,4
40,118,2
204,126,4
171,91,2
196,194,2
4,62,2
102,11,2
26,16,2
74,110,4
78,53,2
107,29,4
208,162,2
145,82,4
42,85,2
191,178,2
98,190,4
88,142,4
87,36,2
135,31,2
155,196,4
158,136,4
18,18,4
156,156,2
206,183,2
110,20,4
69,119,2
104,91,2
54,65,4
156,203,2
191,193,4
191,53,2
119,148,2
85,47,4
192,121,2
59,59,2
200,89,2
150,168,4
111,111,2
138,170,2
147,197,2
89,75,2
83,94,4
57,54,2
108,74,2
130,129,4
91,18,4
47,27,4
28,167,4
114,2,2
52,23,2
142,21,4
6,174,4
102,121,4
126,0,4
129,71,4
194,64,2
171,12,4
87,197,4
115,27,2
57,164,4
20,48,2
66,122,2
82,145,4
41,79,4
97,33,2
80,111,2
0,43,2
51,77,4
181,32,2
162,127,2
102,198,4
196,34,2
134,189,4
89,184,2
135,182,2
131,154,4
197,138,2
44,79,2
54,173,4
30,57,4
190,54,4
34,162,4
84,23,4
169,195,4
17,42,2
87,124,2
133,10,2
13,188,2
178,161,2
74,140,4
174,90,4
82,10,2
39,45,4
29,68,4
50,38,4
143,141,4
113,103,4
172,14,4
184,47,4
204,71,4
163,129,4
6,32,2
11,23,4
32,93,4
65,89,4
130,17,2
209,163,4
103,22,2
4,14,2
174,79,4
9,131,4
89,95,2
123,43,2
121,131,2
0,125,2
121,71,4
149,164,2
14,27,2
184,192,4
197,162,2
119,180,4
115,100,4
199,18,4
202,36,4
45,128,4
171,124,4
191,43,2
3,24,2
117,155,4
79,23,2
83,36,2
6,59,4
41,86,2
10,205,4
36,184,4
26,57,2
74,109,2
86,34,2
129,142,2
10,18,2
30,125,2
201,101,4
163,35,4
90,132,4
96,71,4
70,54,2
91,42,2
1,14,4
192,150,2
34,100,4
52,93,2
134,77,2
202,83,4
10,161,2
202,152,2
126,81,4
202,165,4
131,76,2
91,160,4
18,87,4
80,43,4
42,208,2
92,159,2
101,94,4
13,31,4
36,193,4
97,8,4
194,62,4
168,138,4
128,114,2
12,108,2
6,181,2
148,112,2
37,198,2
83,42,2
191,186,2
96,124,4
97,156,2
63,141,2
204,124,2
101,60,4
39,164,2
0,202,2
185,190,4
14,90,4
34,109,4
113,108,4
65,169,2
49,84,2
111,92,2
162,57,4
108,162,2
82,38,2
69,158,2
39,132,2
139,73,4
15,107,4
120,146,2
178,176,4
170,144,4
111,130,4
26,73,4
179,176,4
31,52,2
188,27,4
1,35,2
50,199,4
203,99,4
7,97,2
7,76,2
24,162,4
155,23,2
148,137,2
194,36,4
77,181,4
23,205,4
75,186,4
140,3,2
61,109,4
101,181,4
162,206,2
82,137,2
57,27,2
25,115,4
48,188,4
4,67,4
17,106,2
20,8,2
158,90,4
9,33,4
135,48,2
96,119,2
188,79,2
73,78,4
106,92,4
53,94,2
116,179,2
0,23,2
194,9,2
186,199,4
174,184,4
83,31,2
156,177,2
145,58,2
86,140,2
199,115,4
160,102,4
17,172,4
57,35,4
36,20,4
185,1,4
198,157,4
8,58,4
163,119,4
55,88,4
190,106,2
141,47,2
152,104,4
195,161,2
44,140,4
57,155,2
16,174,4
184,187,2
193,105,4
41,64,4
197,46,2
54,73,4
130,89,2
19,54,4
0,141,4
179,27,4
92,154,2
80,84,4
163,76,2
141,180,2
60,28,2
175,174,4
187,11,2
63,131,2
142,90,4
64,28,2
171,139,4
150,8,2
118,30,4
93,171,4
150,208,2
39,123,2
165,161,2
96,159,4
145,173,4
171,150,4
37,87,2
24,89,2
92,83,2
76,70,4
9,28,4
201,27,4
106,65,2
18,111,4
31,37,2
24,94,2
100,20,2
57,9,4
14,22,2
197,129,4
149,146,4
178,170,4
145,57,2
25,148,4
130,117,4
177,72,4
176,113,2
87,136,2
72,148,4
74,141,2
183,180,4
196,31,2
188,137,4
59,129,4
168,11,4
159,93,4
116,22,4
74,12,4
23,137,4
15,95,2
107,94,4
171,174,2
65,178,2
22,82,2
165,200,4
59,18,4
147,68,2
175,134,2
43,84,2
182,94,2
177,74,2
63,104,2
128,40,4
130,54,4
58,76,4
7,66,2
179,59,2
51,60,4
45,88,2
204,24,4
21,11,4
109,26,4
24,79,2
126,16,2
7,59,4
46,112,4
111,129,2
180,167,4
0,155,4
60,193,4
148,128,2
62,3,4
85,101,2
47,55,2
30,100,4
7,83,4
77,28,2
82,200,4
84,207,2
140,51,4
63,134,2
106,5,2
3,180,4
93,74,4
68,158,2
112,174,2
6,31,2
74,5,4
155,3,2
181,177,4
183,114,4
70,160,2
186,133,4
104,171,2
90,160,2
5,85,4
55,4,4
33,88,4
161,106,4
52,3,4
31,155,2
57,27,2
47,197,4
170,172,4
140,95,4
178,160,2
129,191,4
190,49,2
93,9,4
49,17,4
96,5,2
10,161,4
160,114,2
168,35,4
148,132,2
204,126,2
120,157,4
142,52,2
161,83,2
25,206,2
6,176,4
155,7,4
26,131,2
183,58,2
199,11,4
70,108,4
100,17,2
74,132,2
84,65,4
121,163,4
187,103,2
79,55,4
187,41,4
146,0,2
95,145,2
175,84,4
121,119,4
206,50,2
58,169,4
101,94,4
61,185,4
90,131,4
204,55,2
51,156,4
12,133,2
133,10,2
62,7,4
83,4,2
192,200,4
58,95,2
70,155,4
52,179,2
150,80,4
178,171,2
126,198,2
177,65,2
201,41,4
63,204,4
174,138,4
128,21,2
144,32,4
78,169,2
152,7,2
201,86,4
17,146,4
118,39,2
198,196,2
39,186,2
108,78,2
52,21,4
51,80,4
54,91,2
64,31,2
46,51,4
194,10,4
188,161,2
26,174,4
113,73,2
57,55,4
94,112,4
203,209,2
30,51,4
114,32,2
17,105,2
8,104,2
135,39,4
118,147,4
137,121,4
10,0,2
20,85,4
177,41,2
198,14,4
37,4,2
97,121,2
107,188,4
13,75,4
129,126,2
199,152,2
96,80,2
203,101,4
130,131,4
84,117,2
95,112,4
126,35,2
128,24,4
111,168,2
93,182,4
194,175,4
0,31,2
104,198,2
0,127,2
207,128,2
180,131,4
98,193,4
105,27,4
195,35,4
105,157,2
44,106,2
172,20,2
126,208,4
18,135,4
189,143,4
34,28,4
82,158,2
208,176,4
94,18,2
137,118,2
41,12,4
63,122,4
46,174,2
161,30,4
113,117,4
158,198,4
74,57,2
203,163,2
103,113,2
183,193,2
166,174,4
98,173,4
47,48,4
178,75,2
13,46,2
160,78,2
149,6,4
145,117,4
183,40,2
197,141,2
52,180,4
40,79,4
127,150,4
28,101,4
128,209,2
177,56,2
89,201,2
82,138,4
166,19,2
57,43,4
118,198,4
111,34,4
77,77,4
153,143,2
181,50,4
46,34,4
132,170,4
50,36,4
45,115,4
20,181,4
36,58,4
178,30,2
79,133,2
126,87,2
72,92,2
144,66,4
59,98,4
113,2,4
33,10,4
94,124,4
122,130,2
10,191,4
107,1,2
129,131,2
162,176,2
3,36,4
4,93,4
48,35,4
133,205,4
182,71,4
161,191,2
138,52,4
194,197,4
30,180,4
49,199,4
199,86,4
76,31,4
119,27,4
134,21,4
145,28,4
115,161,2
185,154,2
173,117,4
38,120,4
96,133,4
26,186,2
3,195,2
144,182,2
180,45,4
130,157,4
70,105,4
56,6,2
208,42,4
148,119,4
38,9,4
113,100,4
152,80,4
106,4,4
153,95,2
208,203,4
155,160,4
110,158,4
51,28,4
87,20,4
103,191,4
152,93,4
145,41,4
53,121,2
50,18,4
150,166,4
204,139,4
21,205,2
201,92,4
82,97,4
198,98,2
191,84,4
123,81,4
189,7,2
201,23,2
28,16,2
82,85,2
159,178,4
18,140,2
195,200,4
169,37,4
148,104,4
142,160,2
150,162,4
89,48,4
139,58,4
79,98,4
67,172,2
20,126,4
70,42,2
43,19,4
111,1,4
40,52,2
69,148,4
98,46,4
4,98,4
86,132,4
69,175,4
105,9,4
174,3,4
9,48,4
155,170,4
115,152,2
87,173,4
0,52,4
167,16,4
133,47,2
16,155,4
54,91,2
103,134,4
200,64,4
132,104,2
17,78,4
97,72,4
129,53,4
121,192,4
27,186,4
174,151,4
143,119,4
133,13,4
47,39,4
1,162,4
195,101,2
24,57,2
115,16,2
25,151,4
153,17,2
205,119,4
111,196,4
92,59,4
28,127,2
90,2,4
137,182,4
104,132,4
168,41,4
174,198,4
24,83,2
86,40,4
176,165,4
73,175,2
56,16,4
43,167,4
187,185,4
128,102,4
202,71,2
70,151,4
51,21,4
138,162,4
77,81,4
123,54,2
193,95,2
79,13,2
22,73,4
109,165,4
204,166,4
134,3,4
92,96,4
170,187,2
110,76,4
1,45,4
147,112,2
121,164,4
86,10,4
100,196,4
41,2,4
3,116,2
46,68,4
161,133,4
91,153,4
172,40,4
26,209,2
101,92,4
141,98,4
205,138,4
40,44,2
178,104,4
19,180,2
161,23,4
123,64,4
87,171,4
191,59,4
151,117,4
92,6,4
61,200,4
185,0,4
104,23,4
131,105,4
159,107,4
107,98,2
55,45,2
17,94,4
169,197,4
0,209,4
32,109,2
153,163,4
84,109,4
86,6,4
114,30,4
193,13,4
42,187,4
198,148,2
52,205,4
76,105,2
76,60,2
76,61,4
132,48,2
162,150,4
126,113,4
181,146,4
198,22,4
171,174,4
82,133,4
53,100,4
179,162,2
141,88,4
104,138,2
109,186,2
111,166,4
130,125,4
201,139,4
16,119,4
203,2,2
206,88,4
60,85,4
31,0,4
120,208,4
112,94,2
179,61,4
95,164,4
145,189,4
198,121,2
85,64,4
102,198,4
121,54,4
8,98,4
168,154,4
125,189,4
47,69,4
200,152,4
75,101,4
114,7,4
117,52,4
183,80,4
73,125,4
42,128,4
207,19,2
32,131,4
147,197,4
6,199,4
95,38,4
58,95,4
133,56,4
27,143,4
19,187,4
61,74,4
193,5,4
97,121,4
181,167,2
197,90,4
203,34,4
139,97,4
174,23,4
82,62,4
48,61,4
85,60,2
53,170,4
66,79,4
150,34,4
153,160,2
112,169,2
2,109,4
146,14,4
87,66,2
10,25,4
42,166,4
141,205,4
142,75,4
72,80,4
17,58,2
182,194,4
70,91,4
34,54,2
184,115,2
177,124,4
199,124,4
151,88,4
146,33,4
157,143,4
45,113,4
107,102,4
185,64,4
46,29,4
83,9,4
95,50,4
32,174,2
126,63,4
18,167,4
121,20,4
162,170,4
36,193,4
108,204,4
20,43,4
186,11,4
125,130,4
145,140,4
141,162,2
157,84,4
173,117,4
78,68,4
160,172,4
37,113,4
186,38,4
26,59,2
30,137,2
193,122,2
203,155,4
52,15,4
60,91,4
57,82,2
197,35,4
108,180,2
158,149,2
187,79,2
202,102,2
149,191,4
125,139,4
140,138,4
17,113,4
68,205,4
108,144,4
178,96,4
188,3,2
24,29,4
0,40,4
95,1,4
202,8,4
209,92,4
